7791600040147;401/4;329;
7791600047030;470/3;315;
7791600047115;471/1;359;
7791600047474;474/7;169;
7791600041250;412/5;439;
7791600595234;5952/3;315;
7791600595128;5951/2;359;
7791600595340;5953/4;179;
7791600090029;900/2;659;
7791600090135;901/3;179;
7791600091040;910/4;659;
7791600091156;911/5;179;
7791600016647;166/4;389;
7791600016753;167/5;389;
7791600062521;625/2;369;
7791600062743;627/4;369;
7791600062637;626/3;145;
7791600062859;628/5;145;
7791600623029;6230/2;599;
7791600623135;6231/3;599;
7791600050092;500/9;319;
7791600050160;501/6;439;
7791600173029;1730/2;379;
7791600173135;1731/3;329;
7791600173241;1732/4;259;
7791600173357;1733/5;179;
7791600620134;6201/3;479;
7791600620240;6202/4;179;
7791600127015;1270/1;409;
7791600127121;1271/2;499;
7791600127237;1272/3;179;
7791600044053;440/5;329;
7791600012465;124/6;229;
7791600012687;126/8;229;
7791600044169;441/6;699;
7791600044275;442/7;699;
7791600045036;450/3;329;
7791600045142;451/4;699;
7791600292034;2920/3;529;
7791600292140;2921/4;229;
7791600292256;2922/5;229;
7791600292584;2925/8;1169;
7791600292362;2923/6;1249;
7791600971045;9710/4;659;
7791600971151;9711/5;659;
7791600971267;9712/6;659;
7791600668518;6685/1;449;
7791600066444;664/4;189;
7791600066727;667/2;389;
7791600880439;8804/3;215;
7791600619039;6190/3;539;
7791600619145;6191/4;659;
7791600619251;6192/5;205;
7791600030124;301/2;639;
7791600030230;302/3;729;
7791600030346;303/4;205;
7791600030452;304/5;235;
7791600030735;307/3;409;
7791600962159;9621/5;639;
7791600962371;9623/7;205;
7791600032029;320/2;639;
7791600032241;322/4;205;
7791600064129;641/2;659;
7791600064235;642/3;769;
7791600064457;644/5;205;
7791600064563;645/6;235;
7791600064822;648/2;409;
7791600745028;7450/2;599;
7791600745134;7451/3;599;
7791600745240;7452/4;599;
7791600024017;240/1;849;
7791600024123;241/2;969;
7791600024239;242/3;205;
7791600024345;243/4;245;
7791600024680;246/8;409;
7791600024574;245/7;1079;
7791600266035;2660/3;789;
7791600266257;2662/5;205;
7791600266721;2667/2;1079;
7791600844127;8441/2;789;
7791600844349;8443/4;205;
7791600154035;1540/3;849;
7791600154141;1541/4;969;
7791600154257;1542/5;205;
7791600154363;1543/6;245;
7791600154479;1544/7;409;
7791600154585;1545/8;1079;
7791600295028;2950/2;869;
7791600295134;2951/3;1049;
7791600295240;2952/4;215;
7791600295356;2953/5;245;
7791600295462;2954/6;409;
7791600243562;2435/6;469;
7791600243678;2436/7;205;
7791600037017;370/1;659;
7791600037123;371/2;769;
7791600037451;374/5;439;
7791600037239;372/3;225;
7791600037345;373/4;245;
7791600037635;376/3;245;
7791600037567;375/6;429;
7791600164133;1641/3;779;
7791600164454;1644/5;225;
7791600164522;1645/2;245;
7791600018016;180/1;759;
7791600018122;181/2;969;
7791600018344;183/4;225;
7791600018450;184/5;245;
7791600018528;185/2;245;
7791600603021;6030/2;749;
7791600603137;6031/3;929;
7791600603359;6033/5;225;
7791600603465;6034/6;245;
7791600060145;601/4;399;
7791600060039;600/3;559;
7791600060251;602/5;509;
7791600060367;603/6;429;
7791600060473;604/7;215;
7791600060589;605/8;235;
7791600060695;606/9;245;
7791600060718;607/1;409;
7791600192044;1920/4;479;
7791600192372;1923/7;225;
7791600192488;1924/8;249;
7791600571429;5714/2;479;
7791600571535;5715/3;225;
7791600571641;5716/4;245;
7791600174323;1743/2;559;
7791600174439;1744/3;659;
7791600174651;1746/5;225;
7791600174767;1747/6;245;
7791600087012;870/1;539;
7791600087128;871/2;225;
7791600087234;872/3;245;
7791600028190;281/9;569;
7791600028015;280/1;699;
7791600028589;285/8;225;
7791600028657;286/5;245;
7791600284039;2840/3;245;
7791600742256;7422/5;599;
7791600742478;7424/7;225;
7791600742584;7425/8;245;
7791600187040;1870/4;989;
7791600187156;1871/5;769;
7791600187262;1872/6;235;
7791600187378;1873/7;255;
7791600070069;700/6;489;
7791600070915;709/1;205;
7791600072070;720/7;235;
7791600572037;5720/3;979;
7791600572143;5721/4;979;
7791600572259;5722/5;979;
7791600572365;5723/6;225;
7791600572471;5724/7;225;
7791600572587;5725/8;225;
7791600573126;5731/2;499;
7791600573232;5732/3;499;
7791600573348;5733/4;499;
7791600572921;5729/2;729;
7791600015138;151/3;1089;
7791600015022;150/2;1319;
7791600015350;153/5;245;
7791600013127;131/2;989;
7791600013233;132/3;1319;
7791600013349;133/4;245;
7791600013660;136/6;1179;
7791600191368;1913/6;1089;
7791600191474;1914/7;1199;
7791600191580;1915/8;245;
7791600191696;1916/9;1179;
7791600049027;490/2;1189;
7791600049133;491/3;1189;
7791600049249;492/4;1189;
7791600049690;496/9;1189;
7791600496135;4961/3;1439;
7791600496241;4962/4;1439;
7791600049355;493/5;255;
7791600049461;494/6;255;
7791600049577;495/7;255;
7791600049782;497/8;255;
7791600039011;390/1;1729;
7791600039127;391/2;275;
7791600203030;2030/3;1369;
7791600203139;2031/3;255;
7791600045340;453/4;1339;
7791600045418;454/1;1639;
7791600045593;455/9;255;
7791600678319;6783/1;1619;
7791600041830;418/3;1339;
7791600041922;419/2;1639;
7791600042042;420/4;255;
7791600678432;6784/3;1619;
7791600059033;590/3;1339;
7791600059125;591/2;1639;
7791600059248;592/4;255;
7791600678548;6785/4;1619;
7791600843038;8430/3;1319;
7791600843144;8431/4;1539;
7791600843250;8432/5;255;
7791600276027;2760/2;1319;
7791600276133;2761/3;1539;
7791600276249;2762/4;255;
7791600678760;6787/6;1619;
7791600173524;1735/2;939;
7791600173630;1736/3;939;
7791600173746;1737/4;939;
7791600042257;422/5;659;
7791600042844;428/4;659;
7791600043247;432/4;659;
7791600065256;652/5;1209;
7791600065362;653/6;1429;
7791600065478;654/7;255;
7791600076023;760/2;1209;
7791600076139;761/3;1429;
7791600076245;762/4;255;
7791600521479;5214/7;1209;
7791600521240;5212/4;1439;
7791600521356;5213/5;255;
7791600102135;1021/3;1209;
7791600102296;1022/9;1439;
7791600102388;1023/8;255;
7791600841737;8417/3;1209;
7791600841843;8418/4;1439;
7791600841959;8419/5;255;
7791600167462;1674/6;1209;
7791600167691;1676/9;1629;
7791600167738;1677/3;255;
7791600593452;5934/5;1209;
7791600593346;5933/4;1629;
7791600593568;5935/6;255;
7791600512033;5120/3;1209;
7791600512149;5121/4;1429;
7791600512255;5122/5;259;
7791600512361;5123/6;289;
7791600596248;5962/4;1209;
7791600596354;5963/5;1429;
7791600596460;5964/6;259;
7791600596576;5965/7;289;
7791600596941;5969/4;1529;
7791600253325;2533/2;1089;
7791600253431;2534/3;1379;
7791600253547;2535/4;259;
7791600253653;2536/5;289;
7791600067021;670/2;1089;
7791600067137;671/3;1319;
7791600067243;672/4;259;
7791600067359;673/5;289;
7791600067465;674/6;1289;
7791600048174;481/7;1189;
7791600048280;482/8;1419;
7791600048396;483/9;245;
7791600678876;6788/7;1389;
7791600168452;1684/5;1089;
7791600952747;9527/4;1169;
7791600952631;9526/3;1539;
7791600952853;9528/5;245;
7791600029135;291/3;929;
7791600029357;293/5;989;
7791600057046;570/4;1649;
7791600057152;571/5;1319;
7791600057268;572/6;245;
7791600057374;573/7;1629;
7791600186050;1860/5;1649;
7791600186166;1861/6;1319;
7791600186272;1862/7;245;
7791600186388;1863/8;1629;
7791600720131;7201/3;1539;
7791600720247;7202/4;255;
7791600098025;980/2;699;
7791600098131;981/3;799;
7791600103019;1030/1;699;
7791600103125;1031/2;799;
7791600985011;9850/1;1569;
7791600998424;9984/2;1569;
7791600985127;9851/2;255;
7791600998530;9985/3;255;
7791600034641;346/4;1589;
7791600034023;340/2;1589;
7791600034757;347/5;275;
7791600034139;341/3;275;
